Sira_ID,API_ID,Urun_Ismi,Urun_Barkodu,Muadil_Barkodlari,Gorsel_Path
2390,71809,PRABEX 20 MG 28 TB,8699516047467,"[""8681911040013"", ""8699680040042"", ""8699516047443"", ""8699591040018"", ""8699525040022"", ""8697929040150"", ""8699293043799"", ""8699569040071"", ""8699680040011"", ""8681911040013"", ""8699680040042"", ""8699516047443"", ""8699591040018"", ""8699525040022"", ""8697929040150"", ""8699293043799"", ""8699569040071"", ""8699680040011""]","[""images/71809/1.png"", ""images/71809/2.png""]"
2391,71987,CHOLVAST 10 MG 30 TB,8699578090449,"[""8699543090351"", ""8699580090130"", ""8699525094131"", ""8699536090757"", ""8699536090153"", ""8699543090061"", ""8699525093516"", ""8699532091420"", ""8699569090601"", ""8699514099123"", ""8699532090201"", ""8699543090351"", ""8699580090130"", ""8699525094131"", ""8699536090757"", ""8699536090153"", ""8699543090061"", ""8699525093516"", ""8699532091420"", ""8699569090601"", ""8699514099123"", ""8699532090201""]","[""images/71987/1.png"", ""images/71987/2.jpg""]"
2392,71988,CHOLVAST 20 MG 30 TB,8699578090456,"[""8699543090368"", ""8699580090093"", ""8699525094148"", ""8699536090764"", ""8699532091475"", ""8699536090160"", ""8699543090078"", ""8699525093523"", ""8699569090618"", ""8699514099130"", ""8699532095015"", ""8699543090368"", ""8699580090093"", ""8699525094148"", ""8699536090764"", ""8699532091475"", ""8699536090160"", ""8699543090078"", ""8699525093523"", ""8699569090618"", ""8699514099130"", ""8699532095015""]","[""images/71988/1.png"", ""images/71988/2.jpg""]"
2393,71989,CHOLVAST 40 MG 30 TB,8699578090463,"[""8699514099147"", ""8699536090177"", ""8699543090085"", ""8699525093530"", ""8699569090625"", ""8699532095190"", ""8699514099147"", ""8699536090177"", ""8699543090085"", ""8699525093530"", ""8699569090625"", ""8699532095190""]","[""images/71989/1.jpg"", ""images/71989/2.jpg"", ""images/71989/3.png""]"
2394,72047,ARANESP 80 MCG 4 ENJ,8699862950077,[],"[""images/72047/1.png""]"
2395,72091,BONDRONAT 50 MG 28 TB,8699543091815,[],"[""images/72091/1.png"", ""images/72091/2.jpg""]"
2396,72229,BONVIVA 150 MG 3 TB,8699543091808,"[""8699502093584"", ""8699293091813"", ""8699502093584"", ""8699293091813""]","[""images/72229/1.png"", ""images/72229/2.jpg"", ""images/72229/3.png""]"
2397,72231,LYRICA 25 MG 56 KAP,8699532154460,"[""8699680150017"", ""8699543150055"", ""8699536150574"", ""8699514150244"", ""8699680150017"", ""8699543150055"", ""8699536150574"", ""8699514150244""]","[""images/72231/1.png"", ""images/72231/2.png""]"
2398,72517,GLIMAX 4 MG 30 TB,8699543010434,"[""8699809010239"", ""8699809010239""]","[""images/72517/1.jpg"", ""images/72517/2.png""]"
2399,72542,FERROZINC 100 ML SRP,8699591570324,"[""8680645570018""]","[""images/72542/1.png"", ""images/72542/2.png"", ""images/72542/3.jpg"", ""images/72542/4.jpg"", ""images/72542/5.jpg""]"
2400,72602,ATOR 10 MG 90 TB,8699536090757,"[""8699543090351"", ""8699580090130"", ""8699525094131"", ""8699536090153"", ""8699543090061"", ""8699525093516"", ""8699532091420"", ""8699578090449"", ""8699569090601"", ""8699514099123"", ""8699532090201"", ""8699543090351"", ""8699580090130"", ""8699525094131"", ""8699536090153"", ""8699543090061"", ""8699525093516"", ""8699532091420"", ""8699578090449"", ""8699569090601"", ""8699514099123"", ""8699532090201""]","[""images/72602/1.png"", ""images/72602/2.png""]"
2401,72603,ATOR 20 MG 90 TB,8699536090764,"[""8699543090368"", ""8699580090093"", ""8699525094148"", ""8699532091475"", ""8699536090160"", ""8699543090078"", ""8699525093523"", ""8699578090456"", ""8699569090618"", ""8699514099130"", ""8699532095015"", ""8699543090368"", ""8699580090093"", ""8699525094148"", ""8699532091475"", ""8699536090160"", ""8699543090078"", ""8699525093523"", ""8699578090456"", ""8699569090618"", ""8699514099130"", ""8699532095015""]","[""images/72603/1.png""]"
2402,72607,ARANESP 100 MCG 4 ENJ,8699862950084,[],"[""images/72607/1.png""]"
2403,72608,FOSAVANCE 70 MG/2800 IU 4 TB,8683280337190,"[""8699828010753"", ""8699828010234"", ""8699828010753"", ""8699828010869"", ""8683280337176"", ""8683280337206""]","[""images/72608/1.png""]"
2404,72620,ARDIC KATRANI 100 GR GALENIK-,8693705251840,[],"[""images/72620/1.jpg""]"
2405,72622,SALISILIK ASIT 100 GR GALENIK,8693705250478,[],"[""images/72622/1.jpg""]"
2406,72623,PERU BALSAMI 100 GR GALENIK,8693705250874,[],"[""images/72623/1.jpg""]"
2407,72627,SERALIN 100 MG 28 TB,8699502092129,"[""8699536093147"", ""8699532095428"", ""8699540092747"", ""8699536093147"", ""8699532095428"", ""8699540092747""]","[""images/72627/1.png""]"
2408,72632,ATOR 80 MG 30 TB,8699536090962,"[""8699514093978"", ""8699532095541"", ""8699514093978"", ""8699532095541""]","[""images/72632/1.png""]"
2409,72633,DONAXYL 10 MG 6 VAJ. TB,8699514100010,[],"[""images/72633/1.png"", ""images/72633/2.png""]"
2410,72645,CEC 500 MG 20 EFF TB,8697928020122,"[""8680881027208"", ""8680881027208""]","[""images/72645/1.png""]"
2411,72647,CEC 1000 MG 20 EFF TB,8697928020146,"[""8680881027185"", ""8680881027185""]","[""images/72647/1.png"", ""images/72647/2.png""]"
2412,72660,PSOVATE MERHEM,8699512380025,"[""8699525388469"", ""8681911370011"", ""8699522386307"", ""8680760370012"", ""8699525388469"", ""8681911370011"", ""8699522386307"", ""8680760370012""]","[""images/72660/1.png""]"
2413,72678,DIFESTOL 30 GR JEL,8680381900179,[],"[""images/72678/1.jpg""]"
2414,72758,MIGREX 2.5 MG 6 TB,8699832090819,"[""8699832090802"", ""8699832090802""]","[""images/72758/1.png""]"
2415,72809,CIALIS 20 MG 4 TB,8699673098111,"[""8684263090040"", ""8699540091672"", ""8699971170083"", ""8699502094635"", ""8699738090555"", ""8699680091150"", ""8681880090149"", ""8699502093225"", ""8699673098128"", ""8699540091689"", ""8699525099570"", ""8699976020611"", ""8699525099013"", ""8680760090729"", ""8680760092532"", ""8680859090227"", ""8680199090567"", ""8680080000231"", ""8682773010237"", ""8684071000088"", ""8699514092445"", ""8699514090144"", ""8699514090137""]","[""images/72809/1.png""]"
2416,72834,REFRESH LIQUIGEL 15 ML GOZ DAM,8699490561201,"[""8681738440010""]","[""images/72834/1.png"", ""images/72834/2.png""]"
2417,72835,POPOLIN PISIK KR 100 GR OMEGA,8690498000297,[],"[""images/72835/1.jpg"", ""images/72835/2.jpg""]"
2418,72847,SERDOLECT 16 MG 28 TB,8699795090598,[],"[""images/72847/1.png"", ""images/72847/2.png""]"
2419,72854,SCAREX JEL MEDITECH 15 GR,8690498000280,[],"[""images/72854/1.jpg"", ""images/72854/2.jpg""]"
2420,72875,KUKURT SOUFRE. 250GR GALENIK-,8693705253264,[],"[""images/72875/1.jpg""]"
2421,72876,LANOLIN 500 GR (GALENIK),8693705252199,[],"[""images/72876/1.jpg""]"
2422,72882,SERDOLECT 20 MG 28 TB,8699795090604,[],"[""images/72882/1.png"", ""images/72882/2.png""]"
2423,72967,SEBAMED BABY SAMPUAN 500 ML,4103040187000,[],"[""images/72967/1.png"", ""images/72967/2.jpg""]"
2424,72996,CEFTINEX 125 MG 100 ML SUSP,8699569280408,"[""8697927283740"", ""8699293280545"", ""8699536280110"", ""8699591280018"", ""8699525287465"", ""8680760700048"", ""8697927283740"", ""8699293280545"", ""8699536280110"", ""8699591280018"", ""8699525287465"", ""8680760700048""]","[""images/72996/1.png"", ""images/72996/2.png""]"
2425,73054,BRUMETON 5 ML GOZ DAMLASI,8699821610042,[],"[""images/73054/1.png"", ""images/73054/2.jpg""]"
2426,73134,SOLG.OMNIUM 60 TB,033984020665,[],"[""images/73134/1.jpg"", ""images/73134/2.png"", ""images/73134/3.png"", ""images/73134/4.png""]"
2427,73135,SOLG.L-ARGININE 500 MG KAP,033984001404,[],"[""images/73135/1.png"", ""images/73135/2.png"", ""images/73135/3.jpg"", ""images/73135/4.png""]"
2428,73136,SOLG.SKIN NAILS HAIR WITH MSM,033984017351,[],"[""images/73136/1.png"", ""images/73136/2.png"", ""images/73136/3.png"", ""images/73136/4.png"", ""images/73136/5.jpg""]"
2429,73138,SOLG.NUTRI-NANO COQ-10 50 KAP,033984009165,"[""033984009318"", ""033984009325""]","[""images/73138/1.png"", ""images/73138/2.jpg"", ""images/73138/3.png"", ""images/73138/4.png""]"
2430,73172,LOSIRAM 10 MG 28 TB,8699569090786,"[""8699540096011"", ""8699795091106"", ""8699795091090"", ""8699566096347"", ""8699565090056"", ""8699543090511"", ""8699795091083"", ""8680881093807"", ""8699514090922"", ""8699543090504"", ""8699514096375"", ""8699540096011"", ""8699795091106"", ""8699795091090"", ""8699566096347"", ""8699565090056"", ""8699543090511"", ""8699795091083"", ""8680881093807"", ""8699514090922"", ""8699543090504"", ""8699514096375""]","[""images/73172/1.png""]"
2431,73224,CANPED H.BEZI EXT.LARGE 7 LI,8690742310202,[],"[""images/73224/1.jpg""]"
2432,74375,SALISILIK ASIT 1 KG GALENIK,8693705250492,[],"[""images/74375/1.jpg""]"
2433,74507,UNI BABY SAMPUAN 500 ML,8690530045194,[],"[""images/74507/1.png""]"
2434,74547,SEBAMED SAMP.400 ML REPAIR,4103040187031,[],"[""images/74547/1.png"", ""images/74547/2.png"", ""images/74547/3.jpg""]"
2435,74666,GLUKOFEN 1000 MG 100 TB,8699516097851,"[""8699828091240"", ""8699536090634"", ""8699569090717"", ""8699543090092"", ""8699828091240"", ""8699536090634"", ""8699536030142"", ""8699569090717"", ""8699543090092""]","[""images/74666/1.png""]"
2436,74702,DOXAFIN 150 ML SRP,8699525573957,"[""8697929570039"", ""8683280337015"", ""8699540571204"", ""8699591570379"", ""8680150570060"", ""8699792573018"", ""8697929570039"", ""8699540571204"", ""8699591570379"", ""8680150570060"", ""8699792573018""]","[""images/74702/1.png""]"
2437,74720,CASTILLANE SOL. 100ML GALENIK,8693705251130,[],"[""images/74720/1.jpg""]"
2438,74742,SULCID 375 MG 14 TB,8699508090570,"[""8681308091246"", ""8699508090587"", ""8681308091253"", ""8699508090457"", ""8681308091246"", ""8699508090587"", ""8681308091253"", ""8699508090457""]","[""images/74742/1.png"", ""images/74742/2.png""]"
2439,74743,SULCID 750 MG 14 TB,8699508090594,"[""8699508090525"", ""8699508090525""]","[""images/74743/1.png"", ""images/74743/2.png""]"
2440,74744,CROXILEX BID 625 MG 14 TB,8699508090532,"[""8699525092465"", ""8699525093172"", ""8699522095605"", ""8699522095704"", ""8699508090495"", ""8699717090132"", ""8699569090458"", ""8699525092465"", ""8699525093172"", ""8699522095605"", ""8699522095704"", ""8699508090495"", ""8699717090132"", ""8699569090458""]","[""images/74744/1.png"", ""images/74744/2.png"", ""images/74744/3.png""]"
2441,74782,OROHEKS PLUS 200 ML GARGARA,8699772646824,"[""8699580640069"", ""8681612438027"", ""8699544356487"", ""8680760640023"", ""8699525648082"", ""8680859640019"", ""8681085010102"", ""8699580640069"", ""8681612438027"", ""8699544356487"", ""8680760640023"", ""8699525648082"", ""8680859640019"", ""8699565640039"", ""8681085010102""]","[""images/74782/1.png"", ""images/74782/2.png"", ""images/74782/3.jpg"", ""images/74782/4.png""]"
2442,74790,SYSTANE LUBRIKANT 15 ML DAMLA,8699760611384,"[""8699525610201"", ""8680199612639"", ""8699490561218"", ""8682225810019"", ""8680199619959"", ""8699514610267"", ""8699525618245"", ""8699525610201"", ""8699760610233""]","[""images/74790/1.png"", ""images/74790/2.jpg""]"
2443,74868,GUL SUYU 1 LT GALENIK,8693705251451,[],"[""images/74868/1.jpg""]"
2444,74957,GLISERIN 1000 ML (BIKAR),8699690002139,[],"[""images/74957/1.jpg""]"
2445,75022,CERADOLIN NEML.LOSY.HIDRO 200,8692780000084,[],"[""images/75022/1.jpg"", ""images/75022/2.jpg"", ""images/75022/3.png""]"
2446,75067,OSTEOCARE 90 TB,5021265220236,[],"[""images/75067/1.jpg"", ""images/75067/2.jpg"", ""images/75067/3.png""]"
2447,75074,ZORETANIN 10 MG 30 KAP,8699580190052,"[""8699559190038"", ""8699821190100"", ""8699559190038"", ""8699821190100""]","[""images/75074/1.png"", ""images/75074/2.jpg""]"
2448,75075,ZORETANIN 20 MG 30 KAP,8699580190069,"[""8699559190045"", ""8699821190094"", ""8699559190045"", ""8699821190094""]","[""images/75075/1.png"", ""images/75075/2.jpg"", ""images/75075/3.png""]"
2449,75162,SEBAMED INTIM 6.8 MENOPZ SONRA,4103040905529,[],"[""images/75162/1.png"", ""images/75162/2.jpg""]"
2450,75179,CANPED EMICI KULOT BUYUK 8 LI,8690742310677,[],"[""images/75179/1.jpg""]"
2451,75180,CANPED EMICI KULOT ORTA 9 LU,8690742330620,[],"[""images/75180/1.jpg""]"
2452,75182,SALAGEN 5 MG 84 TB,8699587094186,[],"[""images/75182/1.png""]"
2453,75240,JANSIYAN VIOLET 10 GR GALENIK,8693705253493,[],"[""images/75240/1.jpg""]"
2454,75317,WEE MAMA KASIGI 2 LI 122,8690797111229,[],"[""images/75317/1.jpg"", ""images/75317/2.jpg"", ""images/75317/3.jpg"", ""images/75317/4.jpg""]"
2455,75552,KLORAL HIDRAT 50 GR GALENIK,8693705251178,[],"[""images/75552/1.jpg""]"
2456,75669,BETAGAUZE SARGI B.ELASTIK.15CM,8699603850529,[],"[""images/75669/1.jpg""]"
2457,75777,VIAGRA 100 MG 8 TB,8699532095909,"[""8699578090586"", ""8680352090960"", ""8699638094240"", ""8699540093157"", ""8699525093509"", ""8680760090170"", ""8682773010299"", ""8699502091894"", ""8680080090829"", ""8680199090659"", ""8699532090027""]","[""images/75777/1.png"", ""images/75777/2.png""]"
2458,75817,KLAMOKS-BID 1000 MG 14 TB,8699569090694,"[""8699525092472"", ""8699525093189"", ""8699522095650"", ""8699508090556"", ""8699717090149"", ""8699522095711"", ""8699508090488"", ""8699717090064"", ""8699569090328"", ""8699525092472"", ""8699525093189"", ""8699522095650"", ""8699508090556"", ""8699717090149"", ""8699522095711"", ""8699508090488"", ""8699717090064"", ""8699569090328""]","[""images/75817/1.png"", ""images/75817/2.png""]"
2459,75957,ALUMINYUM SUBASETAT COZ. 250 M,8693705253189,[],"[""images/75957/1.jpg""]"
2460,76000,INFEX 200 MG 15 TB,8697927090027,"[""8699525097002"", ""8697927090034"", ""8680881092121"", ""8680199094091"", ""8699293096054"", ""8699293096061"", ""8699525097019"", ""8699525097002"", ""8697927090034"", ""8680881092121"", ""8680199094091"", ""8699293096054"", ""8699293096061"", ""8699525097019""]","[""images/76000/1.png""]"
2461,76015,PELUMM 50ML ORAL COZELTI,8680061650042,"[""8680061650035""]","[""images/76015/1.jpg""]"
2462,76022,SARILEN PLUS 50/12.5 MG 28 TB,8699543090214,"[""8699536090269"", ""8683280337237"", ""8699502091719"", ""8699536090269"", ""8683280337237"", ""8699502091719""]","[""images/76022/1.jpg"", ""images/76022/2.png""]"
2463,76023,SARILEN PLUS 100/25 MG 28 TB,8699543090115,"[""8699636090763"", ""8699636090763""]","[""images/76023/1.png"", ""images/76023/2.jpg""]"
2464,76024,SARILEN 50 MG 28 TB,8699543090252,"[""8699536090252"", ""8683280337060"", ""8699536090252"", ""8683280337060""]","[""images/76024/1.png"", ""images/76024/2.jpg""]"
2465,76025,SARILEN 100 MG 28 TB,8699543090276,"[""8699536090788"", ""8683280337053"", ""8699536090788"", ""8683280337053""]","[""images/76025/1.png"", ""images/76025/2.jpg""]"
2466,76078,FEMINEX 30 TB,8697595870433,[],"[""images/76078/1.jpg"", ""images/76078/2.png""]"
2467,76079,SOLG. 5-HTP 30 KAP,033984014480,[],"[""images/76079/1.png"", ""images/76079/2.png"", ""images/76079/3.png"", ""images/76079/4.jpg""]"
2468,76080,SOLG.CINNAMON 100 KAP,033984008779,[],"[""images/76080/1.png"", ""images/76080/2.jpg"", ""images/76080/3.png"", ""images/76080/4.png""]"
2469,76112,GLISERIN 1 KG GALENIK,8693705251710,[],"[""images/76112/1.jpg""]"
2470,76154,ROLL TERMOJEL SICAK SOG KOM GOZ,8699592800338,[],"[""images/76154/1.jpg""]"
2471,76155,ROLL ELASTBANDAJ TEN RENG 6 C,8699592806002,[],"[""images/76155/1.jpg""]"
2472,76156,ROLL ELASTBANDAJ TEN RENG 8,8699592806019,[],"[""images/76156/1.jpg""]"
2473,76157,ROLL ELASTBANDAJ TEN RENG.10,8699592806026,[],"[""images/76157/1.jpg"", ""images/76157/2.jpg""]"
2474,76158,ROLL ELASTBANDAJ TEN RENG.12,8699592806033,[],"[""images/76158/1.jpg"", ""images/76158/2.jpg""]"
2475,76171,ROLL FLEX SARGI BEZI 5 CM,8699592806613,[],"[""images/76171/1.jpg"", ""images/76171/2.jpg""]"
2476,76172,ROLL FLEX SARGI BEZI 7 CM,8699592806620,[],"[""images/76172/1.jpg""]"
2477,76173,ROLL FLEX SARGI BEZI.10 CM,8699592806637,[],"[""images/76173/1.jpg"", ""images/76173/2.jpg""]"
2478,76174,ROLL FLEX SARGI BEZI.15 CM,8699592806644,[],"[""images/76174/1.jpg"", ""images/76174/2.jpg""]"
2479,76175,ROLL FLEX GAZ KOMPRES 100 LUK,8699592806743,[],"[""images/76175/1.jpg""]"
2480,76176,ROLL FLEX GAZLI BEZ 30X80,8699592806798,[],"[""images/76176/1.jpg""]"
2481,76177,ROLL FLEX ELASTIK SARGI 6 CM,8699592806811,[],"[""images/76177/1.png"", ""images/76177/2.jpg""]"
2482,76178,ROLL FLEX ELASTIK SARGI 8 CM,8699592806828,[],"[""images/76178/1.jpg"", ""images/76178/2.png""]"
2483,76179,ROLL FLEX ELASTIK SARGI.10 CM,8699592806835,[],"[""images/76179/1.jpg"", ""images/76179/2.png""]"
2484,76207,ASETON SAF 1 LT GALENIK,8693705250201,[],"[""images/76207/1.jpg""]"
2485,76238,DERMOSKIN ANTISEBORRHEIC SAMP.,8697796000936,[],"[""images/76238/1.jpg"", ""images/76238/2.jpg"", ""images/76238/3.jpg""]"
2486,76239,DERMOSKIN KERATOLYTIC SAMP.,8697796000080,[],"[""images/76239/1.jpg"", ""images/76239/2.jpg"", ""images/76239/3.jpg""]"
2487,76288,PODOFILIN 10 GR GALENIK,8693705252649,[],"[""images/76288/1.jpg""]"
2488,76455,SALISILIK ASIT 500 GR GALENIK,8693705250485,[],"[""images/76455/1.jpg""]"
2489,76494,BETAGAUZE SARGI B.ELASTIK 7 CM,8699603850352,[],"[""images/76494/1.jpg""]"
2490,76514,PAXERA 30 MG 28 TB,8699543090184,"[""8699543090689"", ""8699543090689""]","[""images/76514/1.png"", ""images/76514/2.png"", ""images/76514/3.png""]"
2491,76516,SPLENDA 500 TB,8718226401892,[],"[""images/76516/1.jpg""]"
2492,76525,METRIN 30 GR DERI KREM,8699690350407,"[""8681801350512"", ""8681801350512""]","[""images/76525/1.png"", ""images/76525/2.jpg""]"
2493,76618,NAZOSTER %0.05 NAZAL SPREY,8699566543308,"[""8699559540017"", ""8699580540024"", ""8699525546234"", ""8699512008783"", ""8699514540014"", ""8699559540017"", ""8699580540024"", ""8699525546234"", ""8699512008783"", ""8699514540014""]","[""images/76618/1.png"", ""images/76618/2.png""]"
2494,76625,KOMFER ORAL SOL 15 ML X 10 FLK,8699828590033,"[""8699514655657"", ""8699591650279"", ""8699514655657"", ""8699580210149""]","[""images/76625/1.jpg"", ""images/76625/2.png""]"
2495,76655,COLINOX 20 ML DAMLA,8034125180035,[],"[""images/76655/1.jpg"", ""images/76655/2.png""]"
2496,76657,NUTRIGEN PED BALIK 200 ML SRP,8692860200052,[],"[""images/76657/1.jpg"", ""images/76657/2.jpg"", ""images/76657/3.jpg"", ""images/76657/4.jpg"", ""images/76657/5.jpg""]"
2497,76753,BIZMUT SUBNITRAT 100 GR GALENIK,8693705250959,[],"[""images/76753/1.jpg""]"
2498,76804,MAGCAR 100 ML SUSP,8699525704054,"[""8699546705757"", ""8699546705757""]","[""images/76804/1.png""]"
2499,76805,MAGCAR 48 CIG. TB,8699525084002,"[""8699546085767"", ""8699546085767""]","[""images/76805/1.png""]"
2500,76829,RIXPER 2 MG 30 TB,8699638094561,"[""8699593091155"", ""8699738090432"", ""8699738090135"", ""8699738090142"", ""8699543090429"", ""8699578095420"", ""8699593091155"", ""8699738090432"", ""8699738090135"", ""8699738090142"", ""8699543090429"", ""8699578095420""]","[""images/76829/1.png"", ""images/76829/2.jpg""]"
2501,76830,RIXPER 3 MG 30 TB,8699638094578,"[""8699593091162"", ""8699738090449"", ""8699738090159"", ""8699738090166"", ""8699543090436"", ""8699578095437"", ""8699593091162"", ""8699738090449"", ""8699738090159"", ""8699738090166"", ""8699543090436"", ""8699578095437""]","[""images/76830/1.jpg"", ""images/76830/2.png""]"
2502,76852,NIMES %1 30 GR TOPIKAL JEL,8699536340029,"[""8699584340835"", ""8699525345264"", ""8680008340036"", ""8699792342911"", ""8699584340835"", ""8699525345264"", ""8680008340036"", ""8699792342911""]","[""images/76852/1.png""]"
2503,76888,PROSPAN 100 ML SRP,8699514570196,"[""8680131752119"", ""8699543570105""]","[""images/76888/1.png"", ""images/76888/2.png""]"
